key_id,match name,match date,team_name,family_name,given_name,shirt_number,player_team_name,minute_label,penalty
616,Spain v Mexico,1962-06-03,Spain ,Peiró,Joaquín,0,Spain,90',No
617,Hungary v Bulgaria,1962-06-03,Hungary ,Albert,Flórián,0,Hungary,1',No
618,Hungary v Bulgaria,1962-06-03,Hungary ,Albert,Flórián,0,Hungary,6',No
619,Hungary v Bulgaria,1962-06-03,Hungary ,Albert,Flórián,0,Hungary,53',No
620,Hungary v Bulgaria,1962-06-03,Hungary ,Tichy,Lajos,0,Hungary,8',No
621,Hungary v Bulgaria,1962-06-03,Hungary ,Tichy,Lajos,0,Hungary,70',No
622,Hungary v Bulgaria,1962-06-03,Hungary ,Solymosi,Ernő,0,Hungary,12',No
623,Hungary v Bulgaria,1962-06-03,Bulgaria ,Sokolov,Georgi,0,Bulgaria,64',No
624,Soviet Union v Uruguay,1962-06-06,Soviet Union ,Mamykin,Aleksei,0,Soviet Union,38',No
625,Soviet Union v Uruguay,1962-06-06,Soviet Union ,Ivanov,Valentin,0,Soviet Union,89',No
626,Soviet Union v Uruguay,1962-06-06,Uruguay ,Sasía,José,0,Uruguay,54',No
627,West Germany v Chile,1962-06-06,West Germany ,Szymaniak,Horst,0,West Germany,21',Yes
628,West Germany v Chile,1962-06-06,West Germany ,Seeler,Uwe,0,West Germany,82',No
629,Brazil v Spain,1962-06-06,Brazil ,Amarildo,not applicable,0,Brazil,72',No
630,Brazil v Spain,1962-06-06,Brazil ,Amarildo,not applicable,0,Brazil,86',No
631,Brazil v Spain,1962-06-06,Spain ,Adelardo,not applicable,0,Spain,35',No
632,Yugoslavia v Colombia,1962-06-07,Yugoslavia ,Galić,Milan,0,Yugoslavia,20',No
633,Yugoslavia v Colombia,1962-06-07,Yugoslavia ,Galić,Milan,0,Yugoslavia,61',No
634,Yugoslavia v Colombia,1962-06-07,Yugoslavia ,Jerković,Dražan,0,Yugoslavia,25',No
635,Yugoslavia v Colombia,1962-06-07,Yugoslavia ,Jerković,Dražan,0,Yugoslavia,87',No
636,Yugoslavia v Colombia,1962-06-07,Yugoslavia ,Melić,Vojislav,0,Yugoslavia,82',No
637,Italy v Switzerland,1962-06-07,Italy ,Mora,Bruno,0,Italy,2',No
638,Italy v Switzerland,1962-06-07,Italy ,Bulgarelli,Giacomo,0,Italy,65',No
639,Italy v Switzerland,1962-06-07,Italy ,Bulgarelli,Giacomo,0,Italy,67',No
640,Mexico v Czechoslovakia,1962-06-07,Mexico ,Díaz,Isidoro,0,México,12',No
641,Mexico v Czechoslovakia,1962-06-07,Mexico ,del Águila,Alfredo,0,Mexico,29',No
642,Mexico v Czechoslovakia,1962-06-07,Mexico ,Hernández,Héctor,0,Mexico,90',Yes
643,Mexico v Czechoslovakia,1962-06-07,Czechoslovakia ,Mašek,Václav,0,Czechoslovakia,1',No
644,Brazil v England,1962-06-10,Brazil ,Garrincha,not applicable,0,Brazil,31',No
645,Brazil v England,1962-06-10,Brazil ,Garrincha,not applicable,0,Brazil,59',No
646,Brazil v England,1962-06-10,Brazil ,Vavá,not applicable,0,Brazil,53',No
647,Brazil v England,1962-06-10,England ,Hitchens,Gerry,0,England,38',No
648,Chile v Soviet Union,1962-06-10,Chile ,Sánchez,Leonel,0,Chile,11',No
649,Chile v Soviet Union,1962-06-10,Chile ,Rojas,Eladio,0,Chile,29',No
650,Chile v Soviet Union,1962-06-10,Soviet Union ,Chislenko,Igor,0,Soviet Union,26',No
651,Czechoslovakia v Hungary,1962-06-10,Czechoslovakia ,Scherer,Adolf,0,Czechoslovakia,13',No
652,Yugoslavia v West Germany,1962-06-10,Yugoslavia ,Radaković,Petar,0,Yugoslavia,85',No
653,Brazil v Chile,1962-06-13,Brazil ,Garrincha,not applicable,0,Brazil,9',No
654,Brazil v Chile,1962-06-13,Brazil ,Garrincha,not applicable,0,Brazil,32',No
655,Brazil v Chile,1962-06-13,Brazil ,Vavá,not applicable,0,Brazil,47',No
656,Brazil v Chile,1962-06-13,Brazil ,Vavá,not applicable,0,Brazil,78',No
657,Brazil v Chile,1962-06-13,Chile ,Toro,Jorge,0,Chile,42',No
658,Brazil v Chile,1962-06-13,Chile ,Sánchez,Leonel,0,Chile,61',Yes
659,Czechoslovakia v Yugoslavia,1962-06-13,Czechoslovakia ,Kadraba,Josef,0,Czechoslovakia,48',No
660,Czechoslovakia v Yugoslavia,1962-06-13,Czechoslovakia ,Scherer,Adolf,0,Czechoslovakia,80',No
661,Czechoslovakia v Yugoslavia,1962-06-13,Czechoslovakia ,Scherer,Adolf,0,Czechoslovakia,84',Yes
662,Czechoslovakia v Yugoslavia,1962-06-13,Yugoslavia ,Jerković,Dražan,0,Yugoslavia,69',No
663,Chile v Yugoslavia,1962-06-16,Chile ,Rojas,Eladio,0,Chile,90',No
664,Brazil v Czechoslovakia,1962-06-17,Brazil ,Amarildo,not applicable,0,Brazil,17',No
665,Brazil v Czechoslovakia,1962-06-17,Brazil ,Zito,not applicable,0,Brazil,69',No
666,Brazil v Czechoslovakia,1962-06-17,Brazil ,Vavá,not applicable,0,Brazil,78',No
667,Brazil v Czechoslovakia,1962-06-17,Czechoslovakia ,Masopust,Josef,0,Czechoslovakia,15',No
668,West Germany v Switzerland,1966-07-12,West Germany ,Held,Sigfried,0,West Germany,16',No
669,West Germany v Switzerland,1966-07-12,West Germany ,Haller,Helmut,0,West Germany,21',No
670,West Germany v Switzerland,1966-07-12,West Germany ,Haller,Helmut,0,West Germany,77',Yes
671,West Germany v Switzerland,1966-07-12,West Germany ,Beckenbauer,Franz,0,West Germany,40',No
672,West Germany v Switzerland,1966-07-12,West Germany ,Beckenbauer,Franz,0,West Germany,52',No
673,Brazil v Bulgaria,1966-07-12,Brazil ,Pelé,not applicable,0,Brazil,15',No
674,Brazil v Bulgaria,1966-07-12,Brazil ,Garrincha,not applicable,0,Brazil,63',No
675,Soviet Union v North Korea,1966-07-12,Soviet Union ,Malofeyev,Eduard,0,Soviet Union,31',No
676,Soviet Union v North Korea,1966-07-12,Soviet Union ,Malofeyev,Eduard,0,Soviet Union,88',No
677,Soviet Union v North Korea,1966-07-12,Soviet Union ,Banishevskiy,Anatoliy,0,Soviet Union,33',No
678,France v Mexico,1966-07-13,France ,Hausser,Gérard,0,France,62',No
679,France v Mexico,1966-07-13,Mexico ,Borja,Enrique,0,México,48',No
680,Argentina v Spain,1966-07-13,Argentina ,Artime,Luis,0,Argentina,65',No
681,Argentina v Spain,1966-07-13,Argentina ,Artime,Luis,0,Argentina,77',No
682,Argentina v Spain,1966-07-13,Spain ,Pirri,not applicable,0,Spain,71',No
683,Portugal v Hungary,1966-07-13,Portugal ,Augusto,José,0,Portugal,2',No
684,Portugal v Hungary,1966-07-13,Portugal ,Augusto,José,0,Portugal,67',No
685,Portugal v Hungary,1966-07-13,Portugal ,Torres,José,0,Portugal,90',No
686,Portugal v Hungary,1966-07-13,Hungary ,Bene,Ferenc,0,Hungary,60',No
687,Italy v Chile,1966-07-13,Italy ,Mazzola,Sandro,0,Italy,8',No
688,Italy v Chile,1966-07-13,Italy ,Barison,Paolo,0,Italy,88',No
689,Uruguay v France,1966-07-15,Uruguay ,Rocha,Pedro,0,Uruguay,26',No
690,Uruguay v France,1966-07-15,Uruguay ,Cortés,Julio César,0,Uruguay,31',No
691,Uruguay v France,1966-07-15,France ,De Bourgoing,Héctor,0,France,15',Yes
692,Spain v Switzerland,1966-07-15,Spain ,Sanchís,Manuel,0,Spain,57',No
693,Spain v Switzerland,1966-07-15,Spain ,Amancio,not applicable,0,Spain,75',No
694,Spain v Switzerland,1966-07-15,Switzerland ,Quentin,René-Pierre,0,Switzerland,31',No
695,Hungary v Brazil,1966-07-15,Hungary ,Bene,Ferenc,0,Hungary,2',No
696,Hungary v Brazil,1966-07-15,Hungary ,Farkas,János,0,Hungary,64',No
697,Hungary v Brazil,1966-07-15,Hungary ,Mészöly,Kálmán,0,Hungary,73',Yes
698,Hungary v Brazil,1966-07-15,Brazil ,Tostão,not applicable,0,Brazil,14',No
699,Chile v North Korea,1966-07-15,Chile ,Marcos,Rubén,0,Chile,26',Yes
700,Chile v North Korea,1966-07-15,North Korea ,Pak,Seung-zin,0,North Korea,88',No
701,Portugal v Bulgaria,1966-07-16,Portugal ,Eusébio,not applicable,0,Portugal,38',No
702,Portugal v Bulgaria,1966-07-16,Portugal ,Torres,José,0,Portugal,81',No
703,Portugal v Bulgaria,1966-07-16,Portugal ,Vutsov,Ivan,0,Bulgaria,7',No
704,Soviet Union v Italy,1966-07-16,Soviet Union ,Chislenko,Igor,0,Soviet Union,57',No
705,England v Mexico,1966-07-16,England ,Charlton,Bobby,0,England,37',No
706,England v Mexico,1966-07-16,England ,Hunt,Roger,0,England,75',No
707,Argentina v Switzerland,1966-07-19,Argentina ,Artime,Luis,0,Argentina,52',No
708,Argentina v Switzerland,1966-07-19,Argentina ,Onega,Ermindo,0,Argentina,79',No
709,Portugal v Brazil,1966-07-19,Portugal ,Simões,António,0,Portugal,15',No
710,Portugal v Brazil,1966-07-19,Portugal ,Eusébio,not applicable,0,Portugal,27',No
711,Portugal v Brazil,1966-07-19,Portugal ,Eusébio,not applicable,0,Portugal,85',No
712,Portugal v Brazil,1966-07-19,Brazil ,Rildo,not applicable,0,Brazil,73',No
713,North Korea v Italy,1966-07-19,North Korea ,Pak,Doo-ik,0,North Korea,42',No
714,England v France,1966-07-20,England ,Hunt,Roger,0,England,38',No
715,England v France,1966-07-20,England ,Hunt,Roger,0,England,75',No
716,West Germany v Spain,1966-07-20,West Germany ,Emmerich,Lothar,0,West Germany,39',No
717,West Germany v Spain,1966-07-20,West Germany ,Seeler,Uwe,0,West Germany,84',No
718,West Germany v Spain,1966-07-20,Spain ,Fusté,Josep Maria,0,Spain,23',No
719,Hungary v Bulgaria,1966-07-20,Hungary ,Mészöly,Kálmán,0,Hungary,45',No
720,Hungary v Bulgaria,1966-07-20,Hungary ,Bene,Ferenc,0,Hungary,54',No
721,Hungary v Bulgaria,1966-07-20,Bulgaria ,Asparuhov,Georgi,0,Bulgaria,15',No
722,Hungary v Bulgaria,1966-07-20,Hungary ,Davidov,Ivan,0,Bulgaria,43',No
723,Soviet Union v Chile,1966-07-20,Soviet Union ,Porkujan,Valeriy,0,Soviet Union,28',No
724,Soviet Union v Chile,1966-07-20,Soviet Union ,Porkujan,Valeriy,0,Soviet Union,85',No
725,Soviet Union v Chile,1966-07-20,Chile ,Marcos,Rubén,0,Chile,32',No
726,England v Argentina,1966-07-23,England ,Hurst,Geoff,0,England,78',No
727,Portugal v North Korea,1966-07-23,Portugal ,Eusébio,not applicable,0,Portugal,27',No
728,Portugal v North Korea,1966-07-23,Portugal ,Eusébio,not applicable,0,Portugal,43',Yes
729,Portugal v North Korea,1966-07-23,Portugal ,Eusébio,not applicable,0,Portugal,56',No
730,Portugal v North Korea,1966-07-23,Portugal ,Eusébio,not applicable,0,Portugal,59',Yes
731,Portugal v North Korea,1966-07-23,Portugal ,Augusto,José,0,Portugal,80',No
732,Portugal v North Korea,1966-07-23,North Korea ,Pak,Seung-zin,0,North Korea,1',No
733,Portugal v North Korea,1966-07-23,North Korea ,Li,Dong-woon,0,North Korea,22',No
734,Portugal v North Korea,1966-07-23,North Korea ,Yang,Seung-kook,0,North Korea,25',No
735,Soviet Union v Hungary,1966-07-23,Soviet Union ,Chislenko,Igor,0,Soviet Union,5',No
736,Soviet Union v Hungary,1966-07-23,Soviet Union ,Porkujan,Valeriy,0,Soviet Union,46',No
737,Soviet Union v Hungary,1966-07-23,Hungary ,Bene,Ferenc,0,Hungary,57',No
738,West Germany v Uruguay,1966-07-23,West Germany ,Haller,Helmut,0,West Germany,11',No
739,West Germany v Uruguay,1966-07-23,West Germany ,Haller,Helmut,0,West Germany,83',No
740,West Germany v Uruguay,1966-07-23,West Germany ,Beckenbauer,Franz,0,West Germany,70',No
741,West Germany v Uruguay,1966-07-23,West Germany ,Seeler,Uwe,0,West Germany,75',No
742,West Germany v Soviet Union,1966-07-25,West Germany ,Haller,Helmut,0,West Germany,43',No
743,West Germany v Soviet Union,1966-07-25,West Germany ,Beckenbauer,Franz,0,West Germany,67',No
744,West Germany v Soviet Union,1966-07-25,Soviet Union ,Porkujan,Valeriy,0,Soviet Union,88',No
745,England v Portugal,1966-07-26,England ,Charlton,Bobby,0,England,30',No
746,England v Portugal,1966-07-26,England ,Charlton,Bobby,0,England,80',No
747,England v Portugal,1966-07-26,Portugal ,Eusébio,not applicable,0,Portugal,82',Yes
748,Portugal v Soviet Union,1966-07-28,Portugal ,Eusébio,not applicable,0,Portugal,12',Yes
749,Portugal v Soviet Union,1966-07-28,Portugal ,Torres,José,0,Portugal,89',No
750,Portugal v Soviet Union,1966-07-28,Soviet Union ,Malofeyev,Eduard,0,Soviet Union,43',No
751,England v West Germany,1966-07-30,England ,Hurst,Geoff,0,England,18',No
752,England v West Germany,1966-07-30,England ,Hurst,Geoff,0,England,101',No
753,England v West Germany,1966-07-30,England ,Hurst,Geoff,0,England,120',No
754,England v West Germany,1966-07-30,England ,Peters,Martin,0,England,78',No
755,England v West Germany,1966-07-30,West Germany ,Haller,Helmut,0,West Germany,12',No
756,England v West Germany,1966-07-30,West Germany ,Weber,Wolfgang,0,West Germany,89',No
757,Uruguay v Israel,1970-06-02,Uruguay ,Maneiro,Ildo,10,Uruguay,23',No
758,Uruguay v Israel,1970-06-02,Uruguay ,Mujica,Juan,6,Uruguay,50',No
759,England v Romania,1970-06-02,England ,Hurst,Geoff,10,England,65',No
760,Peru v Bulgaria,1970-06-02,Perú ,Gallardo,Alberto,11,Peru,50',No
761,Peru v Bulgaria,1970-06-02,Perú ,Chumpitaz,Héctor,4,Peru,55',No
762,Peru v Bulgaria,1970-06-02,Perú ,Cubillas,Teófilo,10,Perú,73',No
763,Peru v Bulgaria,1970-06-02,Bulgaria ,Dermendzhiev,Dinko,11,Bulgaria,13',No
764,Peru v Bulgaria,1970-06-02,Bulgaria ,Bonev,Hristo,8,Bulgaria,49',No
765,Belgium v El Salvador,1970-06-03,Belgium ,Van Moer,Wilfried,8,Belgium,12',No
766,Belgium v El Salvador,1970-06-03,Belgium ,Van Moer,Wilfried,8,Belgium,54',No
767,Belgium v El Salvador,1970-06-03,Belgium ,Lambert,Raoul,18,Belgium,76',Yes
768,Italy v Sweden,1970-06-03,Italy ,Domenghini,Angelo,13,Italy,10',No
769,Brazil v Czechoslovakia,1970-06-03,Brazil ,Rivellino,not applicable,11,Brazil,24',No
770,Brazil v Czechoslovakia,1970-06-03,Brazil ,Pelé,not applicable,10,Brazil,59',No
771,Brazil v Czechoslovakia,1970-06-03,Brazil ,Jairzinho,not applicable,7,Brazil,61',No
772,Brazil v Czechoslovakia,1970-06-03,Brazil ,Jairzinho,not applicable,7,Brazil,83',No
773,Brazil v Czechoslovakia,1970-06-03,Czechoslovakia ,Petráš,Ladislav,8,Czechoslovakia,11',No
774,West Germany v Morocco,1970-06-03,West Germany ,Seeler,Uwe,9,West Germany,56',No
775,West Germany v Morocco,1970-06-03,West Germany ,Müller,Gerd,13,West Germany,80',No
776,West Germany v Morocco,1970-06-03,Morocco ,Jarir,Houmane,14,Morocco,21',No
777,Soviet Union v Belgium,1970-06-06,Soviet Union ,Byshovets,Anatoliy,16,Soviet Union,14',No
778,Soviet Union v Belgium,1970-06-06,Soviet Union ,Byshovets,Anatoliy,16,Soviet Union,63',No
779,Soviet Union v Belgium,1970-06-06,Soviet Union ,Asatiani,Kakhi,11,Soviet Union,57',No
780,Soviet Union v Belgium,1970-06-06,Soviet Union ,Khmelnitsky,Vitaly,21,Soviet Union,76',No
781,Soviet Union v Belgium,1970-06-06,Belgium ,Lambert,Raoul,18,Belgium,86',No
782,Romania v Czechoslovakia,1970-06-06,Romania ,Neagu,Alexandru,16,Romania,52',No
783,Romania v Czechoslovakia,1970-06-06,Romania ,Dumitrache,Florea,9,Romania,75',Yes
784,Romania v Czechoslovakia,1970-06-06,Czechoslovakia ,Petráš,Ladislav,8,Czechoslovakia,5',No
785,Peru v Morocco,1970-06-06,Perú ,Cubillas,Teófilo,10,Perú,65',No
786,Peru v Morocco,1970-06-06,Peru ,Cubillas,Teófilo,10,Peru,75',No
787,Peru v Morocco,1970-06-06,Perú ,Challe,Roberto,7,Peru,67',No
788,Mexico v El Salvador,1970-06-07,Mexico ,Valdivia,Javier,19,México,45',No
789,Mexico v El Salvador,1970-06-07,México ,Valdivia,Javier,19,Mexico,46',No
790,Mexico v El Salvador,1970-06-07,México ,Fragoso,Javier,21,Mexico,58',No
791,Mexico v El Salvador,1970-06-07,Mexico ,Basaguren,Juan Ignacio,20,Mexico,83',No
792,Sweden v Israel,1970-06-07,Sweden ,Turesson,Tom,18,Sweden,53',No
793,Sweden v Israel,1970-06-07,Israel ,Spiegler,Mordechai,10,Israel,56',No
794,Brazil v England,1970-06-07,Brazil ,Jairzinho,not applicable,7,Brazil,59',No
795,West Germany v Bulgaria,1970-06-07,West Germany ,Libuda,Reinhard,14,West Germany,20',No
796,West Germany v Bulgaria,1970-06-07,West Germany ,Müller,Gerd,13,West Germany,27',No
797,West Germany v Bulgaria,1970-06-07,West Germany ,Müller,Gerd,13,West Germany,52',Yes
798,West Germany v Bulgaria,1970-06-07,West Germany ,Müller,Gerd,13,West Germany,88',No
799,West Germany v Bulgaria,1970-06-07,West Germany ,Seeler,Uwe,9,West Germany,67',No
800,West Germany v Bulgaria,1970-06-07,Bulgaria ,Nikodimov,Asparuh,16,Bulgaria,12',No
801,West Germany v Bulgaria,1970-06-07,Bulgaria ,Kolev,Todor,17,Bulgaria,89',No
802,Soviet Union v El Salvador,1970-06-10,Soviet Union ,Byshovets,Anatoliy,16,Soviet Union,51',No
803,Soviet Union v El Salvador,1970-06-10,Soviet Union ,Byshovets,Anatoliy,16,Soviet Union,74',No
804,Sweden v Uruguay,1970-06-10,Sweden ,Grahn,Ove,10,Sweden,90',No
805,Brazil v Romania,1970-06-10,Brazil ,Pelé,not applicable,10,Brazil,19',No
806,Brazil v Romania,1970-06-10,Brazil ,Pelé,not applicable,10,Brazil,67',No
807,Brazil v Romania,1970-06-10,Brazil ,Jairzinho,not applicable,7,Brazil,22',No
808,Brazil v Romania,1970-06-10,Romania ,Dumitrache,Florea,9,Romania,34',No
809,Brazil v Romania,1970-06-10,Romania ,Dembrovschi,Emerich,7,Romania,84',No
810,West Germany v Peru,1970-06-10,West Germany ,Müller,Gerd,13,West Germany,19',No
811,West Germany v Peru,1970-06-10,West Germany ,Müller,Gerd,13,West Germany,26',No
812,West Germany v Peru,1970-06-10,West Germany ,Müller,Gerd,13,West Germany,39',No
813,West Germany v Peru,1970-06-10,Peru ,Cubillas,Teófilo,10,Peru,44',No
814,Mexico v Belgium,1970-06-11,México ,Peña,Gustavo,3,Mexico,14',Yes
815,England v Czechoslovakia,1970-06-11,England ,Clarke,Allan,21,England,50',Yes
816,Bulgaria v Morocco,1970-06-11,Bulgaria ,Zhechev,Dobromir,14,Bulgaria,40',No
817,Bulgaria v Morocco,1970-06-11,Morocco ,Ghazouani,Maouhoub,11,Morocco,61',No
818,Brazil v Peru,1970-06-14,Brazil ,Rivellino,not applicable,11,Brazil,11',No
819,Brazil v Peru,1970-06-14,Brazil ,Tostão,not applicable,9,Brazil,15',No
820,Brazil v Peru,1970-06-14,Brazil ,Tostão,not applicable,9,Brazil,52',No
821,Brazil v Peru,1970-06-14,Brazil ,Jairzinho,not applicable,7,Brazil,75',No
822,Brazil v Peru,1970-06-14,Perú ,Gallardo,Alberto,11,Peru,28',No
823,Brazil v Peru,1970-06-14,Peru ,Cubillas,Teófilo,10,Perú,70',No
824,Italy v Mexico,1970-06-14,Italy ,Riva,Gigi,11,Italy,63',No
825,Italy v Mexico,1970-06-14,Italy ,Riva,Gigi,11,Italy,76',No
826,Italy v Mexico,1970-06-14,Italy ,Rivera,Gianni,14,Italy,70',No
827,Italy v Mexico,1970-06-14,Mexico ,González,José Luis,17,Mexico,13',No
828,Italy v Mexico,1970-06-14,Italy ,Guzmán,Javier,14,Mexico,25',No
829,Soviet Union v Uruguay,1970-06-14,Uruguay ,Espárrago,Víctor,9,Uruguay,117',No
830,West Germany v England,1970-06-14,West Germany ,Beckenbauer,Franz,4,West Germany,68',No
831,West Germany v England,1970-06-14,West Germany ,Seeler,Uwe,9,West Germany,82',No
832,West Germany v England,1970-06-14,West Germany ,Müller,Gerd,13,West Germany,108',No
833,West Germany v England,1970-06-14,England ,Mullery,Alan,4,England,31',No
834,West Germany v England,1970-06-14,England ,Peters,Martin,11,England,49',No
835,Brazil v Uruguay,1970-06-17,Brazil ,Clodoaldo,not applicable,5,Brazil,44',No
836,Brazil v Uruguay,1970-06-17,Brazil ,Jairzinho,not applicable,7,Brazil,76',No
837,Brazil v Uruguay,1970-06-17,Brazil ,Rivellino,not applicable,11,Brazil,89',No
838,Brazil v Uruguay,1970-06-17,Uruguay ,Cubilla,Luis,7,Uruguay,19',No
839,Italy v West Germany,1970-06-17,Italy ,Boninsegna,Roberto,20,Italy,8',No
840,Italy v West Germany,1970-06-17,Italy ,Burgnich,Tarcisio,2,Italy,98',No
841,Italy v West Germany,1970-06-17,Italy ,Riva,Gigi,11,Italy,104',No
842,Italy v West Germany,1970-06-17,Italy ,Rivera,Gianni,14,Italy,111',No
843,Italy v West Germany,1970-06-17,West Germany ,Schnellinger,Karl-Heinz,3,West Germany,90',No
844,Italy v West Germany,1970-06-17,West Germany ,Müller,Gerd,13,West Germany,94',No
845,Italy v West Germany,1970-06-17,West Germany ,Müller,Gerd,13,West Germany,110',No
846,West Germany v Uruguay,1970-06-20,West Germany ,Overath,Wolfgang,12,West Germany,26',No
847,Brazil v Italy,1970-06-21,Brazil ,Pelé,not applicable,10,Brazil,18',No
848,Brazil v Italy,1970-06-21,Brazil ,Gérson,not applicable,8,Brazil,66',No
849,Brazil v Italy,1970-06-21,Brazil ,Jairzinho,not applicable,7,Brazil,71',No
850,Brazil v Italy,1970-06-21,Brazil ,Alberto,Carlos,4,Brazil,86',No
851,Brazil v Italy,1970-06-21,Italy ,Boninsegna,Roberto,20,Italy,37',No
852,West Germany v Chile,1974-06-14,West Germany ,Breitner,Paul,3,West Germany,18',No
853,East Germany v Australia,1974-06-14,East Germany ,Streich,Joachim,11,East Germany,72',No
854,East Germany v Australia,1974-06-14,East Germany ,Curran,Colin,5,Australia,58',No
855,Zaire v Scotland,1974-06-14,Scotland ,Lorimer,Peter,11,Scotland,26',No
856,Zaire v Scotland,1974-06-14,Scotland ,Jordan,Joe,9,Scotland,34',No
857,Uruguay v Netherlands,1974-06-15,Netherlands ,Rep,Johnny,16,Netherlands,7',No
858,Uruguay v Netherlands,1974-06-15,Netherlands ,Rep,Johnny,16,Netherlands,86',No
859,Italy v Haiti,1974-06-15,Italy ,Rivera,Gianni,10,Italy,52',No
860,Italy v Haiti,1974-06-15,Italy ,Benetti,Romeo,4,Italy,66',No
861,Italy v Haiti,1974-06-15,Italy ,Anastasi,Pietro,19,Italy,79',No
862,Italy v Haiti,1974-06-15,Haiti ,Sanon,Emmanuel,20,Haiti,46',No
863,Poland v Argentina,1974-06-15,Poland ,Lato,Grzegorz,16,Poland,7',No
864,Poland v Argentina,1974-06-15,Poland ,Lato,Grzegorz,16,Poland,62',No
865,Poland v Argentina,1974-06-15,Poland ,Szarmach,Andrzej,17,Poland,8',No
866,Poland v Argentina,1974-06-15,Argentina ,Heredia,Ramón,10,Argentina,60',No
867,Poland v Argentina,1974-06-15,Argentina ,Babington,Carlos,3,Argentina,66',No
868,Australia v West Germany,1974-06-18,West Germany ,Overath,Wolfgang,12,West Germany,12',No
869,Australia v West Germany,1974-06-18,West Germany ,Cullmann,Bernhard,8,West Germany,34',No
870,Australia v West Germany,1974-06-18,West Germany ,Müller,Gerd,13,West Germany,53',No
871,Chile v East Germany,1974-06-18,Chile ,Ahumada,Sergio,9,Chile,69',No
872,Chile v East Germany,1974-06-18,East Germany ,Hoffmann,Martin,20,East Germany,55',No
873,Yugoslavia v Zaire,1974-06-18,Yugoslavia ,Bajević,Dušan,19,Yugoslavia,8',No
874,Yugoslavia v Zaire,1974-06-18,Yugoslavia ,Bajević,Dušan,19,Yugoslavia,30',No
875,Yugoslavia v Zaire,1974-06-18,Yugoslavia ,Bajević,Dušan,19,Yugoslavia,81',No
876,Yugoslavia v Zaire,1974-06-18,Yugoslavia ,Džajić,Dragan,11,Yugoslavia,14',No
877,Yugoslavia v Zaire,1974-06-18,Yugoslavia ,Šurjak,Ivica,9,Yugoslavia,18',No
878,Yugoslavia v Zaire,1974-06-18,Yugoslavia ,Katalinski,Josip,5,Yugoslavia,22',No
879,Yugoslavia v Zaire,1974-06-18,Yugoslavia ,Bogićević,Vladislav,6,Yugoslavia,35',No
880,Yugoslavia v Zaire,1974-06-18,Yugoslavia ,Oblak,Branko,8,Yugoslavia,61',No
881,Yugoslavia v Zaire,1974-06-18,Yugoslavia ,Petković,Ilija,7,Yugoslavia,65',No
882,Bulgaria v Uruguay,1974-06-19,Bulgaria ,Bonev,Hristo,8,Bulgaria,75',No
883,Bulgaria v Uruguay,1974-06-19,Uruguay ,Pavoni,Ricardo,6,Uruguay,87',No
884,Argentina v Italy,1974-06-19,Argentina ,Houseman,René,11,Argentina,20',No
885,Argentina v Italy,1974-06-19,Italy ,Perfumo,Roberto,14,Argentina,35',No
886,Haiti v Poland,1974-06-19,Poland ,Lato,Grzegorz,16,Poland,17',No
887,Haiti v Poland,1974-06-19,Poland ,Lato,Grzegorz,16,Poland,87',No
888,Haiti v Poland,1974-06-19,Poland ,Deyna,Kazimierz,12,Poland,18',No
889,Haiti v Poland,1974-06-19,Poland ,Szarmach,Andrzej,17,Poland,30',No
890,Haiti v Poland,1974-06-19,Poland ,Szarmach,Andrzej,17,Poland,34',No
891,Haiti v Poland,1974-06-19,Poland ,Szarmach,Andrzej,17,Poland,50',No
892,Haiti v Poland,1974-06-19,Poland ,Gorgoń,Jerzy,6,Poland,31',No
893,Scotland v Yugoslavia,1974-06-22,Scotland ,Jordan,Joe,9,Scotland,88',No
894,Scotland v Yugoslavia,1974-06-22,Yugoslavia ,Karasi,Stanislav,18,Yugoslavia,81',No
895,Zaire v Brazil,1974-06-22,Brazil ,Jairzinho,not applicable,7,Brazil,12',No
896,Zaire v Brazil,1974-06-22,Brazil ,Rivellino,not applicable,10,Brazil,66',No
897,Zaire v Brazil,1974-06-22,Brazil ,Valdomiro,not applicable,13,Brazil,79',No
898,East Germany v West Germany,1974-06-22,East Germany ,Sparwasser,Jürgen,14,East Germany,77',No
899,Bulgaria v Netherlands,1974-06-23,Netherlands ,Neeskens,Johan,13,Netherlands,5',Yes
900,Bulgaria v Netherlands,1974-06-23,Netherlands ,Neeskens,Johan,13,Netherlands,44',Yes
901,Bulgaria v Netherlands,1974-06-23,Netherlands ,Rep,Johnny,16,Netherlands,71',No
902,Bulgaria v Netherlands,1974-06-23,Netherlands ,de Jong,Theo,7,Netherlands,88',No
903,Bulgaria v Netherlands,1974-06-23,Bulgaria ,Krol,Ruud,12,Netherlands,78',No
904,Sweden v Uruguay,1974-06-23,Sweden ,Edström,Ralf,10,Sweden,46',No
905,Sweden v Uruguay,1974-06-23,Sweden ,Edström,Ralf,10,Sweden,77',No
906,Sweden v Uruguay,1974-06-23,Sweden ,Sandberg,Roland,11,Sweden,74',No
907,Argentina v Haiti,1974-06-23,Argentina ,Yazalde,Héctor,22,Argentina,15',No
908,Argentina v Haiti,1974-06-23,Argentina ,Yazalde,Héctor,22,Argentina,68',No
909,Argentina v Haiti,1974-06-23,Argentina ,Houseman,René,11,Argentina,18',No
910,Argentina v Haiti,1974-06-23,Argentina ,Ayala,Rubén,2,Argentina,55',No
