,POC,BussinessSegment,totalVolumen,SkuDistintosPromediosXOrden,SkuDistintosToTales,concentracion,nse,segmentoUnico,canal
10215,126337,PowerUsage,0.25146,3.0,8,Alto,Medio,2.Masivos,Autoservicio
10218,156742,MediumUsage,1.5332999999999997,3.0,17,Medio,Medio,1.Inactivos,Tradicional
10219,169645,HighUsage,17.15178,5.3667,53,Alto,Medio,4.Activos,Tradicional
10220,170524,PowerUsage,101.02203999999998,8.0938,43,Medio,Medio,5.Select,Tradicional
10222,171549,PowerUsage,6.597779999999999,4.6154,25,Medio,Bajo,4.Activos,Tradicional
10226,304182,PowerUsage,3.48468,3.2273,18,Medio,Medio,4.Activos,Tradicional
10228,320261,HighUsage,5.5147200000000005,3.9091,14,Medio,Bajo,2.Masivos,Tradicional
10229,320950,PowerUsage,10.20936,3.0667,10,Medio,S/D,4.Activos,Tradicional
10230,32405,PowerUsage,6.65058,6.7,44,Alto,Medio,4.Activos,Tradicional
10231,329309,MinimalUsage,6.539999999999999,3.25,6,Medio,Medio,,Instituciones
10232,335298,PowerUsage,17.479,5.9118,46,Medio,Bajo,5.Select,Tradicional
10242,365881,MediumUsage,1.21092,3.125,10,Bajo,Bajo,1.Inactivos,Tradicional
10247,37710,MinimalUsage,3.61192,3.5556,9,Medio,S/D,2.Masivos,Tradicional
10248,377237,MediumUsage,1.29514,2.1,6,Medio,Medio,1.Inactivos,Tradicional
10249,378051,MediumUsage,1.66774,2.875,15,Alto,Medio,1.Inactivos,Tradicional
10257,383059,HighUsage,8.18692,5.3571,19,Medio,Alto,4.Activos,COMIDA
10261,389740,MediumUsage,3.91418,4.3333,27,Alto,S/D,4.Activos,Tradicional
10265,39517,MinimalUsage,0.47304,3.25,5,Alto,Medio,1.Inactivos,Kioscos/Maxikioscos
10266,395794,HighUsage,36.7213,2.2647,16,Medio,Bajo,5.Select,Tradicional
10268,396754,MinimalUsage,0.99182,19.0,19,Alto,Medio,1.Inactivos,Tradicional
10277,409213,MinimalUsage,1.76256,5.0,9,Alto,Bajo,1.Inactivos,Tradicional
10288,419564,PowerUsage,30.95705999999999,10.06,50,Alto,Alto,4.Activos,COMIDA
10291,425489,HighUsage,18.40522,2.303,27,Medio,Bajo,4.Activos,Autoservicio
10292,425678,PowerUsage,21.80224,10.9706,57,Alto,Medio,4.Activos,COMIDA
10300,430552,MinimalUsage,87.909,3.3333,5,Medio,S/D,2.Masivos,Mayorista
10307,435405,MinimalUsage,1.515,11.0,11,Alto,Medio,2.Masivos,Kioscos/Maxikioscos
10308,435442,PowerUsage,4.7971,5.1667,26,Medio,Medio,2.Masivos,Tradicional
10320,438065,MinimalUsage,15.4041,9.4286,19,Medio,Medio,4.Activos,COMIDA
10330,439382,PowerUsage,255.23496,2.0185,29,Medio,Bajo,5.Select,Tradicional
10331,440038,PowerUsage,18.1986,8.7692,45,Alto,Medio,5.Select,Tradicional
10334,440660,MediumUsage,2.6124,0.75,3,S/D,S/D,1.Inactivos,Tradicional
10342,447335,HighUsage,0.4428799999999999,6.0,10,Medio,Medio,5.Select,Kioscos/Maxikioscos
10350,449785,MinimalUsage,5.9901800000000005,10.5,40,Alto,Medio,2.Masivos,Tradicional
10352,450810,MediumUsage,3.00334,6.0,23,Medio,S/D,4.Activos,Tradicional
10353,451052,MediumUsage,1.42326,5.75,14,Medio,Medio,1.Inactivos,Tradicional
10362,45517,PowerUsage,6.964040000000001,3.4722,25,Medio,Medio,5.Select,Tradicional
10367,455774,HighUsage,27.27544,11.8636,73,Medio,Medio,5.Select,Tradicional
10373,456516,HighUsage,3.84818,9.0,40,Alto,S/D,5.Select,Tradicional
10374,457178,HighUsage,9.66598,7.2381,52,Alto,Medio,5.Select,Tradicional
10383,460330,MinimalUsage,1.3716,3.5,6,S/D,S/D,1.Inactivos,Kioscos/Maxikioscos
10408,306256,MediumUsage,2.18182,5.3333,9,Medio,Medio,1.Inactivos,Tradicional
10412,324855,HighUsage,2.42124,2.1667,6,Medio,Bajo,1.Inactivos,Tradicional
10413,325133,MinimalUsage,2.42088,5.7143,20,Medio,Medio,4.Activos,Tradicional
10417,335065,MinimalUsage,0.17028,4.0,4,Alto,Medio,2.Masivos,COMIDA
10430,369723,PowerUsage,2.20828,3.9,14,Medio,Medio,4.Activos,Tradicional
10433,375418,PowerUsage,10.11654,5.3229,40,Medio,S/D,5.Select,Tradicional
10438,378090,PowerUsage,8.399159999999998,4.5,28,Alto,S/D,5.Select,Tradicional
10445,389736,MediumUsage,14.00124,3.8571,32,Alto,Medio,4.Activos,Autoservicio
10465,411195,PowerUsage,6.04852,6.25,36,Medio,Bajo,4.Activos,Tradicional
10467,413402,MediumUsage,13.701619999999998,9.7778,30,Alto,Medio,2.Masivos,Tradicional
10481,428610,MediumUsage,8.64748,8.4615,39,Alto,S/D,2.Masivos,Tradicional
10483,429068,PowerUsage,15.03038,5.5833,28,Medio,Bajo,5.Select,Tradicional
10488,433016,MediumUsage,27.03400000000001,6.1818,22,Medio,Medio,4.Activos,COMIDA
10521,451401,HighUsage,2.39658,6.8571,32,Alto,S/D,5.Select,Tradicional
10523,451842,HighUsage,3.49714,4.1111,27,Medio,Medio,2.Masivos,Tradicional
10527,452807,MediumUsage,123.16596,6.7692,28,Medio,S/D,4.Activos,COMIDA
10530,455331,PowerUsage,13.29252,9.3333,40,Medio,Bajo,4.Activos,Tradicional
10531,455612,HighUsage,15.66776,21.0,61,Medio,Medio,4.Activos,Kioscos/Maxikioscos
10533,457158,MediumUsage,4.47738,7.5714,26,S/D,S/D,4.Activos,Tradicional
10540,459056,MinimalUsage,3.66,4.0,4,S/D,S/D,2.Masivos,BEBIDA
10566,165121,MinimalUsage,2.79192,4.05,24,Alto,Bajo,4.Activos,Tradicional
10567,169333,HighUsage,2.0354,4.5714,13,Alto,Medio,4.Activos,Tradicional
10571,187638,MediumUsage,0.72876,1.875,5,Medio,Bajo,1.Inactivos,Tradicional
10572,28331,MinimalUsage,0.18,3.0,3,Medio,S/D,1.Inactivos,Tradicional
10578,314264,PowerUsage,5.16785,7.0,32,Alto,Bajo,4.Activos,Tradicional
10588,359867,MediumUsage,3.4006,7.1,27,Medio,Medio,4.Activos,Tradicional
10604,378873,HighUsage,15.4751,5.3125,51,Alto,Medio,4.Activos,Autoservicio
10619,398306,MediumUsage,27.713439999999995,8.3333,32,Alto,Alto,4.Activos,COMIDA
10623,408414,MediumUsage,0.34124,1.0,4,Medio,Medio,1.Inactivos,Tradicional
10624,409433,HighUsage,0.70176,1.8333,6,Alto,Medio,4.Activos,Tradicional
10641,424822,PowerUsage,1.6825199999999998,5.5,8,Medio,Medio,4.Activos,Kioscos/Maxikioscos
10642,425410,HighUsage,302.25890000000004,4.0476,21,Medio,S/D,4.Activos,Mayorista
10659,436794,HighUsage,5.15334,8.6,25,Medio,Bajo,4.Activos,Tradicional
10660,437003,MediumUsage,0.5045999999999999,4.0,8,Alto,Medio,2.Masivos,COMIDA
10663,437611,MinimalUsage,0.3888,5.0,5,Medio,Medio,,
10668,439889,HighUsage,1.1495399999999998,4.2,15,Alto,Medio,1.Inactivos,Tradicional
10682,447546,HighUsage,2.17302,5.0,19,Alto,Medio,1.Inactivos,Tradicional
10683,448563,MediumUsage,0.45576,4.3333,7,Medio,Medio,4.Activos,Tradicional
10712,459310,MinimalUsage,1.39296,5.5,9,S/D,S/D,2.Masivos,COMIDA
10737,146416,PowerUsage,6.3198300000000005,3.3947,25,Medio,Bajo,4.Activos,Tradicional
10739,168827,MinimalUsage,0.7237199999999999,4.3333,7,Alto,Medio,1.Inactivos,Tradicional
10741,185905,MinimalUsage,3.4174,7.8,20,Alto,Medio,1.Inactivos,Kioscos/Maxikioscos
10742,306392,MediumUsage,0.31974,4.5,7,Alto,Medio,1.Inactivos,Kioscos/Maxikioscos
10746,320538,MediumUsage,2.9796000000000005,5.0,7,Alto,Bajo,1.Inactivos,Tradicional
10761,36510,HighUsage,7.465199999999999,7.6563,48,Alto,S/D,5.Select,Tradicional
10768,375864,PowerUsage,0.44958,1.75,7,Alto,Medio,2.Masivos,Autoservicio
10776,384867,HighUsage,3.53072,4.5,28,Alto,Medio,5.Select,Tradicional
10798,409584,MediumUsage,3.1192,6.5,18,Medio,Medio,4.Activos,Tradicional
10800,410852,HighUsage,8.8808,12.75,40,Alto,Medio,2.Masivos,Tradicional
10802,411324,MediumUsage,21.44494,9.2353,68,Medio,Medio,4.Activos,Tradicional
10810,418400,MinimalUsage,0.77,6.0,6,Alto,S/D,1.Inactivos,Tradicional
10812,418891,MinimalUsage,14.124119999999998,8.1667,26,Alto,Medio,4.Activos,COMIDA
10813,418977,MediumUsage,17.88572,4.3333,22,Medio,Medio,4.Activos,Tradicional
10828,431464,HighUsage,3.95226,4.1667,17,Alto,Medio,2.Masivos,COMIDA
10837,435439,MinimalUsage,1.51734,5.8,19,Alto,Medio,1.Inactivos,Tradicional
10840,436140,MediumUsage,2.0471,3.4286,21,Alto,S/D,2.Masivos,Kioscos/Maxikioscos
10848,441051,MinimalUsage,6.23052,16.0,31,Alto,Medio,4.Activos,COMIDA
10854,442671,PowerUsage,13.364840000000004,9.0,54,Medio,Medio,4.Activos,Autoservicio
10855,442759,MediumUsage,377.25726,2.0,9,Alto,Medio,4.Activos,Tradicional
10856,444182,MediumUsage,15.40816,6.0,51,Medio,Medio,4.Activos,Kioscos/Maxikioscos
10858,444421,PowerUsage,27.41877,5.9286,25,Alto,Medio,4.Activos,COMIDA
10859,444436,MediumUsage,6.48318,5.9412,44,Medio,Medio,2.Masivos,Tradicional
10867,447367,PowerUsage,11.5108,9.6667,84,Medio,Medio,5.Select,Tradicional
10868,447673,HighUsage,2.8406,7.75,18,Alto,Medio,4.Activos,Tradicional
10909,97182,MinimalUsage,3.41352,3.75,6,Alto,S/D,1.Inactivos,Tradicional
10912,115259,MediumUsage,1.1527799999999997,10.0,10,Alto,Medio,2.Masivos,Kioscos/Maxikioscos
10915,138896,HighUsage,5.46852,3.3333,10,Alto,Medio,4.Activos,Tradicional
10917,182668,MediumUsage,0.8288,2.0,8,Alto,Medio,1.Inactivos,Tradicional
10929,332436,MediumUsage,5.410019999999999,4.0,12,Alto,Medio,2.Masivos,COMIDA
10930,342247,MinimalUsage,1.81416,7.1667,26,Alto,Bajo,1.Inactivos,Tradicional
10941,360457,MinimalUsage,0.18,3.0,3,Alto,Medio,2.Masivos,COMIDA
10946,365884,MediumUsage,2.5414800000000004,5.0,12,Alto,Medio,1.Inactivos,BEBIDA
10959,381792,MinimalUsage,1.2469799999999998,4.5,11,Alto,Medio,1.Inactivos,Tradicional
10963,38954,HighUsage,1.0920599999999998,2.8571,15,Alto,Medio,4.Activos,Tradicional
10964,395002,PowerUsage,2.97054,2.9,16,Alto,Medio,4.Activos,Kioscos/Maxikioscos
10967,397146,HighUsage,22.094000000000005,4.6176,29,Alto,Medio,4.Activos,COMIDA
10969,399746,HighUsage,8.95238,2.75,11,Medio,Medio,4.Activos,Tradicional
10981,415590,MinimalUsage,2.96212,13.0,13,Medio,S/D,2.Masivos,Kioscos/Maxikioscos
10987,42186,HighUsage,5.18128,5.5,27,Alto,Medio,2.Masivos,Tradicional
10991,422619,MinimalUsage,1.23096,4.8,12,Alto,Medio,1.Inactivos,Tradicional
10993,423289,HighUsage,12.85268,5.6,31,Medio,Bajo,4.Activos,Tradicional
11002,429003,HighUsage,2.88398,8.2,17,Medio,Medio,4.Activos,Tradicional
11011,433958,PowerUsage,35.2727,2.125,14,Medio,Bajo,5.Select,Tradicional
11014,434864,HighUsage,16.011439999999997,5.6875,58,Alto,Bajo,4.Activos,Tradicional
11019,437578,HighUsage,70.33641999999999,3.8,17,Alto,Medio,4.Activos,Autoservicio
11032,445900,MinimalUsage,5.9256,4.6923,14,Medio,S/D,2.Masivos,Tradicional
11056,458878,MinimalUsage,9.14448,3.6667,6,S/D,S/D,2.Masivos,OTROS REF
11086,314055,HighUsage,8.98188,5.0,30,Medio,Bajo,4.Activos,Tradicional
11088,32317,MinimalUsage,2.8986,14.6667,31,Alto,Medio,2.Masivos,Tradicional
11091,329756,MediumUsage,16.87025,6.7273,33,Medio,Bajo,4.Activos,Tradicional
11102,357379,HighUsage,5.091539999999999,7.3333,17,Medio,Medio,4.Activos,Tradicional
11104,357825,MediumUsage,112.64566,14.5455,56,Alto,Medio,,KA Minoristas
11118,383400,MinimalUsage,1.1625,4.0,7,Alto,S/D,,Instituciones
11125,392783,MinimalUsage,2.91264,6.8333,17,Alto,Medio,2.Masivos,COMIDA
11133,405390,MinimalUsage,3.69,6.0,13,Medio,S/D,2.Masivos,ENTRETENIMIENTO
11134,407098,MediumUsage,5.034839999999999,3.5714,16,Alto,Medio,4.Activos,Kioscos/Maxikioscos
11137,408770,HighUsage,3.46438,3.75,13,Alto,S/D,1.Inactivos,Tradicional
11148,419976,HighUsage,15.5355,5.7692,44,Medio,Bajo,4.Activos,Autoservicio
11153,422800,MediumUsage,1.4084599999999998,6.0,11,Medio,S/D,2.Masivos,COMIDA
11168,432584,PowerUsage,9.47324,6.1875,29,Alto,Bajo,4.Activos,Kioscos/Maxikioscos
11173,434979,MediumUsage,7.527560000000001,5.1,27,Bajo,Medio,4.Activos,Tradicional
11175,436307,HighUsage,1.13298,3.6667,12,Medio,Medio,1.Inactivos,Tradicional
11176,436379,HighUsage,4.615779999999999,4.5,28,Alto,Medio,4.Activos,Tradicional
11178,437822,HighUsage,16.918599999999998,13.875,77,Alto,Medio,4.Activos,Tradicional
11184,439945,PowerUsage,5.5896,7.8846,46,Alto,Medio,4.Activos,Tradicional
11194,445735,MediumUsage,37.26534,10.0789,41,Alto,Medio,4.Activos,Tradicional
11195,446021,MediumUsage,4.36938,3.1667,13,Alto,Medio,1.Inactivos,Kioscos/Maxikioscos
11226,457231,MinimalUsage,8.519580000000001,10.3333,47,Alto,S/D,4.Activos,Tradicional
11231,676142,PowerUsage,16.5731,7.6316,43,Alto,Medio,4.Activos,Tradicional
11232,676223,MinimalUsage,0.51124,3.3333,8,Medio,Bajo,1.Inactivos,Tradicional
11244,172875,PowerUsage,1.7940199999999995,3.0556,17,Alto,Medio,5.Select,Tradicional
11248,302150,HighUsage,9.5371,4.4643,25,Medio,S/D,4.Activos,Tradicional
11249,307882,HighUsage,1.02176,5.6667,13,Alto,Medio,4.Activos,Tradicional
11251,320311,MinimalUsage,0.7476,2.5,3,Alto,Bajo,1.Inactivos,Kioscos/Maxikioscos
11258,329025,MediumUsage,0.87124,4.5,6,Medio,Bajo,1.Inactivos,Tradicional
11261,355015,MinimalUsage,1.37954,2.6667,14,Alto,Medio,4.Activos,Tradicional
11263,360544,PowerUsage,47.46982,4.8235,54,Medio,Medio,4.Activos,Autoservicio
11265,365796,PowerUsage,75.68165000000002,3.9881,81,Alto,Medio,5.Select,Tradicional
11271,376378,MinimalUsage,50.8836,7.0,29,Medio,Medio,4.Activos,ENTRETENIMIENTO
11296,399359,PowerUsage,1.36234,4.4,12,Alto,Medio,5.Select,Tradicional
11297,399896,PowerUsage,28.72142,4.5333,41,Alto,Medio,4.Activos,Autoservicio
11303,409828,MediumUsage,2.16534,2.8333,14,Alto,Medio,1.Inactivos,Tradicional
11307,410834,MediumUsage,7.40428,3.5455,24,Medio,S/D,4.Activos,Tradicional
11312,417016,HighUsage,12.98504,6.7955,54,Alto,Medio,4.Activos,Kioscos/Maxikioscos
11320,424553,HighUsage,10.51316,15.1429,63,Alto,Medio,5.Select,Tradicional
11340,435564,HighUsage,14.2809,4.4615,48,Alto,Medio,4.Activos,Autoservicio
11351,439704,PowerUsage,43.7049,4.8333,44,Medio,Medio,4.Activos,BEBIDA
11355,443427,MediumUsage,9.43984,11.5714,58,Alto,Medio,4.Activos,Kioscos/Maxikioscos
11360,447845,HighUsage,11.490420000000002,6.6944,60,Alto,Medio,4.Activos,Tradicional
11364,451284,MinimalUsage,16.775019999999998,7.5,24,Alto,Medio,4.Activos,COMIDA
11366,452665,PowerUsage,12.42304,6.5,29,Medio,S/D,4.Activos,Tradicional
11368,452781,PowerUsage,38.9453,6.3182,85,Medio,S/D,4.Activos,Autoservicio
11370,453326,MediumUsage,4.56194,10.8,23,Alto,S/D,3.Potenciales,COMIDA
11380,456431,MediumUsage,109.32778000000002,3.7391,25,S/D,S/D,,
11388,459112,MinimalUsage,1.0866,8.3333,18,S/D,S/D,2.Masivos,Kioscos/Maxikioscos
11407,140261,HighUsage,1.35,4.6667,6,Bajo,Bajo,2.Masivos,Kioscos/Maxikioscos
11413,183181,MediumUsage,1.76964,5.3333,13,Bajo,Bajo,2.Masivos,Kioscos/Maxikioscos
11417,310143,MinimalUsage,2.6454,3.2,11,Alto,Medio,2.Masivos,Kioscos/Maxikioscos
11422,332432,PowerUsage,5.6863,3.2778,16,Medio,Medio,4.Activos,Tradicional
11426,338244,PowerUsage,4.73682,4.0,15,Alto,Medio,4.Activos,Tradicional
11438,372998,PowerUsage,8.68536,4.25,28,Medio,Bajo,4.Activos,Tradicional
11440,377264,MediumUsage,9.71976,5.5,38,Alto,Medio,4.Activos,Tradicional
11441,379007,MinimalUsage,3.1248599999999995,7.0,20,Alto,Medio,1.Inactivos,Tradicional
11449,391265,HighUsage,6.6894800000000005,14.5714,45,Alto,Medio,4.Activos,Kioscos/Maxikioscos
11486,419917,MinimalUsage,12.6412,8.1,26,Medio,Medio,,
11493,425406,MinimalUsage,0.98,3.6667,6,Medio,Bajo,1.Inactivos,Tradicional
11496,426005,MinimalUsage,2.92974,5.75,10,Medio,S/D,1.Inactivos,Tradicional
11497,426290,HighUsage,63.13979,1.9203,16,Medio,S/D,5.Select,Tradicional
11508,434375,MediumUsage,5.877599999999999,7.25,13,Alto,Medio,2.Masivos,COMIDA
11521,444043,MinimalUsage,16.419539999999998,9.0,22,Alto,Medio,3.Potenciales,COMIDA
11522,445654,MediumUsage,6.53844,5.05,27,Alto,Medio,2.Masivos,Kioscos/Maxikioscos
11527,447071,MediumUsage,0.79248,1.875,8,Medio,Medio,1.Inactivos,Tradicional
11528,447791,PowerUsage,17.38532,10.5,69,Alto,Alto,2.Masivos,Tradicional
11531,450084,PowerUsage,0.44964,11.0,11,Medio,Medio,4.Activos,Tradicional
11532,450801,MinimalUsage,11.09508,13.1667,35,Medio,Bajo,,Instituciones
11535,452266,PowerUsage,27.66776,12.2105,68,Alto,S/D,5.Select,Tradicional
11541,454011,MinimalUsage,19.285500000000003,2.125,5,S/D,S/D,2.Masivos,Tradicional
11552,457088,PowerUsage,11.12188,7.86,68,Alto,Medio,5.Select,Kioscos/Maxikioscos
11570,160664,PowerUsage,4.05224,5.0,15,Medio,Bajo,4.Activos,Kioscos/Maxikioscos
11573,182518,HighUsage,5.83604,4.8,21,Medio,Medio,4.Activos,Tradicional
11599,363701,HighUsage,6.090059999999999,9.9091,52,Medio,Medio,5.Select,Tradicional
11609,373396,PowerUsage,2.72926,2.6818,11,Medio,Bajo,4.Activos,Tradicional
11616,384897,PowerUsage,18.87214,6.0962,55,Medio,Medio,5.Select,Tradicional
11628,394292,PowerUsage,4.40328,4.1364,14,Medio,Bajo,4.Activos,Tradicional
11637,409134,MediumUsage,1.45322,2.15,18,Alto,Medio,4.Activos,Tradicional
11643,415650,PowerUsage,27.272259999999992,4.2941,47,Medio,S/D,5.Select,Tradicional
11644,416581,PowerUsage,3.92004,6.75,30,Alto,Medio,4.Activos,Tradicional
11649,42066,MediumUsage,10.22848,4.6111,34,Medio,Medio,1.Inactivos,Tradicional
11653,422863,MinimalUsage,5.87808,3.125,7,Medio,Bajo,2.Masivos,Tradicional
11654,423220,MinimalUsage,7.90456,8.125,40,Alto,S/D,4.Activos,COMIDA
11656,424596,PowerUsage,2.23748,4.2273,31,Alto,S/D,4.Activos,Tradicional
11657,425976,HighUsage,1.50276,3.2143,10,Medio,Medio,2.Masivos,Kioscos/Maxikioscos
11658,426002,PowerUsage,73.53443999999999,12.85,111,Alto,Medio,5.Select,Autoservicio
11680,435514,PowerUsage,5.22124,9.1429,38,Alto,Medio,4.Activos,Tradicional
11683,436992,PowerUsage,0.22704,1.0,1,Alto,Medio,2.Masivos,Autoservicio
11686,437505,MediumUsage,11.69291,10.0833,34,Alto,Medio,4.Activos,Tradicional
11687,438303,MediumUsage,13.543119999999998,4.9286,20,Medio,Medio,4.Activos,Tradicional
11719,455388,PowerUsage,11.34006,20.5,58,S/D,S/D,5.Select,Tradicional
11720,456819,MediumUsage,11.82696,4.8889,17,Medio,Bajo,2.Masivos,Tradicional
11723,457420,PowerUsage,4.98432,4.1667,17,Alto,Medio,4.Activos,Tradicional
11730,459613,MediumUsage,12.47266,14.7273,85,S/D,S/D,4.Activos,Tradicional
11743,103920,PowerUsage,4.37696,4.0,18,Medio,S/D,4.Activos,Tradicional
11744,108392,MediumUsage,11.241120000000002,7.4615,57,Alto,Medio,2.Masivos,Tradicional
11745,120088,PowerUsage,10.51434,5.7667,49,Alto,Medio,4.Activos,Autoservicio
11746,144100,HighUsage,4.33258,6.3125,24,Alto,S/D,2.Masivos,Tradicional
11749,160998,MinimalUsage,10.24234,11.2857,37,Alto,Bajo,4.Activos,Tradicional
11752,181010,HighUsage,14.14826,3.6667,23,Medio,S/D,4.Activos,Tradicional
11755,308626,PowerUsage,24.49376,3.7708,46,Medio,Bajo,5.Select,Tradicional
11769,358997,PowerUsage,8.4243,2.8235,17,Medio,Bajo,4.Activos,Kioscos/Maxikioscos
11771,36008,PowerUsage,23.12431,5.7632,44,Alto,Medio,4.Activos,Kioscos/Maxikioscos
11783,382983,PowerUsage,10.03022,11.4375,76,Medio,Medio,4.Activos,Tradicional
11787,387092,MediumUsage,5.462,5.375,24,Medio,Medio,4.Activos,Kioscos/Maxikioscos
11810,426342,PowerUsage,19.3733,4.3929,23,Medio,Medio,4.Activos,Kioscos/Maxikioscos
11825,434901,PowerUsage,4.12628,4.2857,29,Alto,Medio,4.Activos,Tradicional
11826,434980,MinimalUsage,0.27,5.0,5,Alto,S/D,1.Inactivos,BEBIDA
11839,441783,MediumUsage,28.71364,8.9412,35,Medio,Medio,4.Activos,BEBIDA
11847,443680,HighUsage,2.85728,7.25,19,Medio,S/D,4.Activos,Tradicional
11856,447591,MinimalUsage,5.58412,4.1429,14,Alto,Medio,2.Masivos,Kioscos/Maxikioscos
11875,454459,HighUsage,137.6551,2.9286,20,S/D,S/D,5.Select,Tradicional
11915,183060,HighUsage,7.63982,8.0556,37,Alto,S/D,2.Masivos,Tradicional
11921,320439,MinimalUsage,0.17028,3.0,3,Medio,S/D,1.Inactivos,Tradicional
11941,368471,MinimalUsage,0.73942,6.5,10,Alto,Medio,1.Inactivos,Tradicional
11943,371981,HighUsage,10.12128,10.0,33,Alto,Medio,3.Potenciales,COMIDA
11970,408095,MinimalUsage,1.66193,5.2,16,Medio,Bajo,4.Activos,Tradicional
11973,411785,PowerUsage,8.565470000000001,3.2813,31,Medio,Medio,4.Activos,Tradicional
11977,41426,MediumUsage,3.00102,2.5714,11,Medio,Bajo,1.Inactivos,Tradicional
12014,435745,HighUsage,25.43964,6.4,24,Alto,Medio,4.Activos,BEBIDA
12015,435894,MinimalUsage,0.6349800000000001,4.0,7,Alto,Medio,4.Activos,Tradicional
12016,437650,PowerUsage,17.94726,9.1111,55,Medio,S/D,4.Activos,Kioscos/Maxikioscos
12017,437803,PowerUsage,7.73686,5.7917,33,Medio,Bajo,4.Activos,Tradicional
12031,447101,MinimalUsage,4.65732,5.3333,20,Medio,Medio,2.Masivos,COMIDA
12054,456229,MinimalUsage,7.093439999999999,10.8,29,S/D,S/D,,Instituciones
12055,456279,MediumUsage,28.9502,7.84,31,Alto,Medio,4.Activos,COMIDA
12066,490190,PowerUsage,2.1121000000000003,5.5,24,Medio,S/D,2.Masivos,Kioscos/Maxikioscos
12094,187887,HighUsage,15.795119999999995,7.375,57,Alto,Medio,4.Activos,COMIDA
12101,321065,MediumUsage,9.29338,11.0,29,Alto,Bajo,4.Activos,Tradicional
12125,377181,PowerUsage,14.39318,8.6538,58,Medio,Medio,4.Activos,Autoservicio
12126,379000,MediumUsage,31.78698,15.8095,91,Alto,S/D,4.Activos,Tradicional
12139,398921,MediumUsage,7.346879999999999,17.0,24,Medio,Bajo,2.Masivos,ENTRETENIMIENTO
12140,39942,HighUsage,5.521000000000001,3.625,14,Alto,Medio,1.Inactivos,Tradicional
12145,404966,PowerUsage,7.56894,6.1429,47,Medio,Bajo,5.Select,Tradicional
12150,411783,MediumUsage,2.82776,2.05,16,Alto,Bajo,4.Activos,Tradicional
12155,417381,PowerUsage,46.43216,5.1563,47,Alto,Medio,5.Select,Autoservicio
12159,421320,MinimalUsage,10.2306,3.2,7,Alto,S/D,4.Activos,BEBIDA
12171,429987,HighUsage,7.61514,2.1875,7,Alto,Medio,2.Masivos,Tradicional
12178,432339,PowerUsage,21.31542,9.7813,70,Alto,Medio,5.Select,Tradicional
12179,432574,MinimalUsage,5.55134,5.1538,32,Medio,Medio,2.Masivos,Kioscos/Maxikioscos
12181,434230,HighUsage,3.1028400000000005,5.5,41,Alto,S/D,5.Select,Tradicional
12183,435842,HighUsage,0.2067699999999999,2.0,4,Alto,Medio,2.Masivos,Autoservicio
12184,437459,PowerUsage,5.8568,4.0909,13,Alto,Medio,4.Activos,Tradicional
12188,439983,MinimalUsage,0.21676,3.0,3,Medio,Medio,1.Inactivos,Tradicional
12196,444928,MediumUsage,0.06624,0.75,3,Medio,Bajo,2.Masivos,Tradicional
12205,450514,MediumUsage,0.77248,4.6667,11,Alto,Medio,4.Activos,Tradicional
12209,452349,HighUsage,1.3114400000000002,3.25,13,Alto,S/D,1.Inactivos,Tradicional
12213,453211,MinimalUsage,11.5218,10.1111,32,Medio,S/D,4.Activos,ENTRETENIMIENTO
12231,459734,MinimalUsage,10.22904,18.625,54,S/D,S/D,4.Activos,Tradicional
12251,126718,PowerUsage,42.25472,8.8958,48,Medio,Medio,5.Select,Tradicional
12256,173835,HighUsage,5.537000000000001,5.375,17,Medio,Medio,2.Masivos,Kioscos/Maxikioscos
12258,176393,HighUsage,3.98866,4.9,16,Alto,Bajo,4.Activos,Tradicional
12260,176810,HighUsage,1.82192,5.5,23,Alto,S/D,4.Activos,Kioscos/Maxikioscos
12269,320263,PowerUsage,11.66792,4.85,40,Alto,Bajo,4.Activos,Tradicional
12274,342415,PowerUsage,2.85032,5.9167,22,Medio,Medio,5.Select,COMIDA
12298,389830,MediumUsage,2.87618,4.8,17,Alto,S/D,4.Activos,Kioscos/Maxikioscos
12301,392405,HighUsage,14.861160000000003,5.25,56,Alto,Medio,4.Activos,Kioscos/Maxikioscos
12302,392949,MediumUsage,4.7438,3.0833,12,Medio,Medio,4.Activos,Tradicional
12310,407510,HighUsage,11.2109,12.8333,59,Alto,S/D,4.Activos,Tradicional
12321,419346,HighUsage,0.3353,5.0,5,Bajo,Bajo,2.Masivos,Kioscos/Maxikioscos
12327,423711,MinimalUsage,3.28582,5.8333,26,Medio,Medio,2.Masivos,Tradicional
